name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);Масса Ca(OH)2 (g);Масса CaCO3 (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;масса;общая;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;Масса навески (mg);mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;Масса;Hg;mHg;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;volume_calculation_note;mass_calculation_note
T2-L10P10F10N10G2;70.403;0.3111;0.028;0.0012;0.0045;0.0003;3.108;0.0467;0.0156;0.0004;0;0;665;[];3;0;2026-02-05T12:12:58.263659;null;0.9985;0.0155;0;0;0;0;0;0;162;0;-243;null;null;0;null;null;0;0;0;0.024;4.072;0.0006;0;0.0622;0.0004;0.001;0.0047;0.016;1.4056;0.0002;0.0807;0.014;0.0045;0.0001;61.8867;0.0085;0;0;0;0;10;0;0;0.0389;6.744;0.0001;1.6176;0.0073;0;0;0;0;5.035;0;0;0;114.0529;0;0;0.0253;0.0001;0;0;10.9253;0;0.0259;0.05;2026-02-06T10:07:06.438829;0.0454;0.0227;0;0.0016;0;0;100.2565;0;0.0002;0;0.1307;6.5966;0;0;0;0;0;0;0;0;0;0;null;0;null;null;null;null;0;0
T2-L7P7F7N7B1;400.245;8.4146;0.0194;0.0028;0.044;0.0071;190;2.5456;0.459;0.012;0;0;666;[];3;0;2026-01-29T12:32:08.753833;0;0.9508;0.0098;0;0;0;0;0;0;0;0;0;0;0;0.1188;0;0;0;0;0;5.8869;5.583;0.0095;0;0.1824;0.0015;0.0074;0.2442;0.0667;4.944;0.0012;11.0333;0.16;0.3511;0.0003;230.5;0.0567;0;0;0;0;0;0.0001;0;0;0.969;0.0004;0;0;0;0;0;0;0;0;0;23641;0;0.0002;0.0003;0;0;0;0;0;0.0009;0;0.05;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;2026-02-03T10:05:45.924342;Длина имени (13) > 11 символов;0;1;0;0.0012;0;0;0;0;0;0;0
T2-L7P7F7N7B2;372.283;4.2426;0.0199;0.001;0.06;0.0057;172;4.2426;0.515;0.0074;0;0;667;[];3;0;2026-01-29T12:32:08.753833;0;0.9514;0.0103;0;0;0;0;0;0;0;0;0;0;0;0.0995;0;0;0;0;0;5.4197;4.558;0.0078;0;0.1202;0.0001;0.007;0.1609;0.0597;4.5764;0.0005;7.6027;0.156;0.2896;0.0005;211.5;0.0131;0;0;0;0;0;0.0001;0;0;1.07;0.0006;0;0;0;0;0;0;0;0;0;25689;0;0.0002;0.0003;0;0;0;0;0;0.0009;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924349;Длина имени (13) > 11 символов;0;1;0;0.0019;0;0;0;0;0;0;0
T2-L9P9F9N9B1;355.259;5.0912;0.0152;0.0015;0.0391;0.0063;165;6.6468;0.342;0.0054;0;0;668;[];3;0;2026-01-29T12:32:08.753833;0;0.9604;0.0105;0;0;0;0;0;0;0;0;0;0;0;0.1131;0;0;0;0;0;5.7163;4.525;0.008;0;0.1004;0.0022;0.0067;0.1406;0.0585;5.3107;0.0016;6.8247;0.147;0.3102;0.0002;198.7;0.0212;0;0;0;0;0;0.0001;0;0;0.919;0.0003;0;0;0;0;0;0;0;0;0;20224;0;0.0002;0.0003;0;0;0;0;0;0.0008;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924515;Длина имени (13) > 11 символов;0;1;0;0.0006;0;0;0;0;0;0;0
T2-L9P9F9N9B2;394.62;7.0004;0.0166;0.0015;0.0502;0.0061;178;0.495;0.404;0.0092;0;0;669;[];3;0;2026-01-29T12:32:08.753833;0;0.9473;0.0098;0;0;0;0;0;0;0;0;0;0;0;0.1051;0;0;0;0;0;5.4525;5.438;0.0081;0;0.181;0.0004;0.0069;0.2338;0.045;5.3948;0.0008;9.727;0.156;0.3075;0.0003;225.2;0.0185;0;0;0;0;0;0.0001;0;0;0.895;0.0005;0;0;0;0;0;0;0;0;0;35420;0;0.0002;0.0003;0;0;0;0;0;0.0008;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924522;Длина имени (13) > 11 символов;0;1;0;0.0008;0;0;0;0;0;0;0
T2-L9P9F9N9E1;354.5145;6.5407;0.0144;0.0008;0.038;0.0066;161.5;0.3889;0.346;0.0078;0;0;670;[];3;0;2026-01-29T12:32:08.753833;168.5173;0.972;0.0099;0;0;0;0;0;0;0;0;252.776;0;0;0.1118;0;0;0;0;0;5.4086;3.7147;0.0069;0;0.0576;0.0001;0.0064;0.2162;0.0668;5.5411;0.0006;9.0682;0.1405;0.31;0.0006;201.6;0.0404;0;0;0;0;0;0.0001;0;407.6219;0.7975;0.0005;73.2553;2.8639;0;0;0;1756091.953;12171.5313;0;0.0151;23301;26718.1692;0.0002;0.0003;26.0765;0.0452;0.0075;0;60.104;0.0026;5.0344;0.05;2026-02-06T10:07:06.438870;1.0853;10.5889;0;0.4823;0.196;0;15193.6886;0.0226;0.0377;0;683.4296;279.9603;0;0;0;0;0;0;0;0;0;0;0.001;0.0754;0;0;0;0;0;0
T2-L9P9F9N9E2;370.697;5.6569;0.0155;0.0012;0.0505;0.0061;166;2.4749;0.37;0.0092;0;0;671;[];3;0;2026-01-29T12:32:08.753833;169.2041;0.9526;0.0101;0;0;0;0;0;0;0;0;253.8062;0;0;0.1009;0;0;0;0;0;5.2646;5.546;0.0078;0;0.1626;0.0004;0.0068;0.2244;0.0536;5.3163;0.0006;10.071;0.158;0.3004;0.0002;202.6;0.0167;0;0;0;0;0;0.0001;0;441.4231;0.882;0.0003;79.8731;4.2343;0;0;0;2001941.076;13918.6722;0;0.0168;23876;31081.9882;0.0002;0.0003;31.0235;0.0168;0.0084;0;73.9534;0.0008;4.4942;0.05;2026-02-06T10:07:06.438897;1.2996;13.2479;0;0.5702;0.0671;0;16987.4879;0.0252;0.0252;0;844.4274;465.0178;0;0;0;0;0;0;0;0;0;0;0.0008;0.0671;0;0;0;0;0;0
T2-L10P10A1;56.586;0.4172;0.704;0.1373;0.0115;0.0162;3360.5;211.4249;6.333;0.0946;0;0;672;[];3;0;2026-02-05T12:12:58.263665;533.4;0.8482;0.0154;0;0;0;0;0;0;425.73;1.2529;161.505;0;0;0;0;0;0;0;0;6.034;146.15;0.26;0;11.8087;0.0343;0.0015;1.2829;0.776;522.0204;0.0966;15.2133;5.588;10.2306;0.0007;2777.3333;0.2986;0;0;2026-02-03T10:05:45.924595;T2-L10P10C1;10;0.0001;0;25.6885;0.114;0.0002;3.611;0.049;0;0;0.0001;0;14306.6567;0;0.0002;0;240.9036;0;0.0001;26.9615;0.0032;0.0004;0;0.4853;0.0038;3.3037;0.05;2026-02-06T10:07:06.438923;2.9971;23.7898;0;0.0062;0.0162;0;11823.9411;0.0003;0.0009;0;64.7676;622.2044;0;0;0;0;0;0;0;0;0;0;null;0;0;0;0;0;214.53000000000003 + 211.20 (жидкая фаза суспензии);0
T2-L10P10A2;55.436;0.3182;0.64;0.1254;0.0063;0.0089;3325;214.9605;4.095;0.0762;0;0;673;[];3;0;2026-02-05T12:12:58.263668;559.67;0.856;0.0162;0;0;0;0;0;0;442.55;1.2646;175.68;0;0;0;0;0;0;0;0;2.863;144.85;0.2313;0;13.3643;0.032;0.0011;1.1505;0.748;424.0016;0.101;12.68;5.356;9.0247;0.0003;2611.6667;0.2087;0;0;2026-02-03T10:05:45.924603;T2-L10P10C2;10;0.0001;0;12.6702;0.09;0.0004;3.7882;0.0279;0;0.0001;0;0;14714.7875;0;0.0002;0;245.332;0;0.0001;18.1224;0.0014;0.0003;0;0.3983;0.0028;3.3103;0.05;2026-02-06T10:07:06.438949;2.8323;23.703;0;0.0049;0.0124;0;11557.931;0.0003;0.0016;0;56.1153;641.0337;0;0;0;0;0;0;0;0;0;0;null;0;0;0;0;0;216.95 + 225.60 (жидкая фаза суспензии);0
T2-L7P7B1;129.496;8.7681;0.0098;0.0012;0.0925;0.003;70;0.4243;0.347;0.0051;0;0;674;[];3;0;2026-01-29T12:32:08.753833;141.3016;0.9653;0.0098;0;0;0;0;0;0;420;0.3364;-418.0477;0;0;0.0992;0;0;0;0;0;3.0909;3.997;0.0069;0;0.1004;0.0001;0.0046;0.1343;0.0267;3.402;0.0009;6.7673;0.063;0.2481;0.0003;98.3;0.0349;0;0;2026-02-03T10:05:45.924371;T2-L7P7C1;0;0.0001;0;220.1356;0.566;0.0002;68.7492;6.5879;0;0;0;298983.8452;4985.4381;0;0.0071;4198;9222.7756;0.0001;0.0002;24.7135;0.0214;0.0071;0;40.3108;0.0004;1.9016;0.05;2026-02-06T10:07:06.438975;0.698;4.4869;0;0.3276;0.0285;0;7000.9795;0.0142;0.0142;0;481.9708;284.6685;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0.0008;0.057;0;0;0;0;0;27.705 + 2.32*(215.0мл*1.2г/мл*0.176) + 8.25
T2-L7P7B2;245.96;8.7681;0.017;0.0007;0.198;0.0024;155;3.4648;0.62;0.0099;0;0;675;[];3;0;2026-01-29T12:32:08.753833;142.9541;0.9441;0.0085;0;0;0;0;0;0;415;0.3445;-408.0689;0;0;0.1;0;0;0;0;0;6.9948;4.3735;0.0077;0;0.0969;0.0023;0.0076;0.1517;0.0603;3.9068;0.0008;7.7093;0.127;0.277;0.0011;196.7;0.0762;0;0;2026-02-03T10:05:45.924379;T2-L7P7C2;0;0.0002;0;499.9675;1.053;0.0005;67.4815;14.1525;0;0.0071;0;827418.0993;11078.9396;0;0.0143;11576;17580.4903;0.0002;0.0004;44.3158;0.0786;0.0143;0;75.2653;0.0124;4.3101;0.05;2026-02-06T10:07:06.439001;1.2151;9.0776;0;0.5432;0.8863;0;14059.5318;0.0286;0.0357;0.0001;551.0379;312.6048;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0.0004;0.0286;0;0;0;0;0;29.1075 + 2.32*(215.0мл*1.2г/мл*0.176) + 8.5
T2-L9P9B1;268.349;9.7581;0.0153;0.0019;0.1851;0.003;155;1.6263;0.569;0.0108;0;0;676;[];3;0;2026-01-29T12:32:08.753833;186.8555;0.9675;0.0091;0;0;0;0;0;0;470;0.3976;-424.7167;0;0;0.102;0;0;0;0;0;6.5342;4.3965;0.0084;0;0.0983;0.0001;0.0073;0.2082;0.0447;4.7648;0.0001;9.354;0.12;0.2976;0.0003;211.7;0.0664;0;0;2026-02-03T10:05:45.924530;T2-L9P9C1;0;0.0002;0;598.5055;0.983;0.0004;88.619;16.9544;0;0.0092;0;2262050.7;14197.3542;0;0.0183;24696;24579.6503;0.0002;0.0004;52.118;0.0275;0.0183;0;90.0387;0.0009;4.0943;0.05;2026-02-06T10:07:06.439027;1.4014;10.9915;0;0.6686;0.0824;0;19390.8379;0.0366;0.0366;0.0001;856.7874;402.7011;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0.0006;0.055;0;0;0;0;0;33.78750000000001 + 2.32*(260.0мл*1.2г/мл*0.2) + 8.3
T2-L9P9B2;307.251;7.7075;0.0172;0.0011;0.2063;0.003;186;2.1213;0.65;0.0079;0;0;677;[];3;0;2026-01-29T12:32:08.753833;193.8385;0.9612;0.0092;0;0;0;0;0;0;450;0.4308;-384.2423;0;0;0.1016;0;0;0;0;0;6.9764;4.397;0.009;0;0.0905;0.0014;0.0088;0.1706;0.0539;4.1581;0.0007;8.0217;0.138;0.3214;0.0003;245.2;0.0654;0;0;2026-02-03T10:05:45.924538;T2-L9P9C2;0;0.0002;0;665.4995;1.042;0.0005;91.6917;19.6796;0;0.0095;0;2769448.49;17743.091;0;0.0191;29032;29309.5832;0.0002;0.0004;62.0054;0.0286;0.0191;0;99.3995;0.001;5.1417;0.05;2026-02-06T10:07:06.439053;1.6408;13.1642;0;0.8395;0.0954;0;23390.3544;0.0382;0.0477;0.0001;765.2137;419.4429;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0.0016;0.1526;0;0;0;0;0;34.70250000000001 + 2.32*(270.0мл*1.2г/мл*0.2) + 8.8
T2-P6C1;0;0;0;0;0;0;0;0;0;0;0;0;678;[];8;0;2026-01-29T12:32:08.753833;1;0;0;0;0;2026-01-27 14:15:59;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-P6C2;0;0;0;0;0;0;0;0;0;0;0;0;679;[];8;0;2026-01-29T12:32:08.753833;1;0;0;0;0;2026-01-27 14:16:09;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-10B1;89.275;0.1838;0.056;0.0076;0.8347;0.0185;707.3;27.2943;1.3643;0.0159;0;0;680;[];3;0;2026-02-05T12:12:58.263691;64.92;1.0207;0.0031;0;0;0;0;0;0;149.61;0.4339;-127.035;0;0;0.0983;0;0;0;0;0;22.346;11.47;0.0288;0;0.3536;0.0051;0.0402;0.2026;0.126;6.4166;0.2051;9.555;0.465;1.0008;0.0048;150.9667;0.2364;0;0;2026-02-03T10:05:45.924546;T2-10C1;0;0.0008;0.0041;737.8954;2.585;0.0021;33.7049;27.5629;0.0001;0.0109;0.0022;0;23356.0102;0.0001;0.0335;0;2947.9822;0.001;0.0019;45.051;0.1573;0.0248;0;85.3602;0.0183;4.1607;0.05;2026-02-06T10:07:06.439082;1.8492;15.3549;0.0001;1.326;0.6043;0.0038;4985.1262;0.0637;0.0677;0.0003;315.5191;378.755;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;98.3;0.0026;0.0872;0;0;0;0;0;0
T2-10B2;67.526;0.0849;0.053;0.0091;0.8267;0.0141;784.3;26.8701;1.323;0.0085;0;0;681;[];3;0;2026-02-05T12:12:58.263694;68.175;1.0193;0.0031;0;0;0;0;0;0;149.62;0.4557;-122.1675;0;0;0.1;0;0;0;0;0;22.987;11.7;0.0288;0;0.2263;0.0051;0.0424;0.2281;0.105;6.1798;0.2348;10.8667;0.45;1.0131;0.0007;140.5;0.1601;0;0;2026-02-03T10:05:45.924554;T2-10C2;0;0.0008;0.0047;783.5694;2.607;0.0021;34.7454;28.1801;0.0001;0.0116;0.0025;0;26734.8262;0.0001;0.037;0;2301.7925;0.0011;0.0019;45.0978;0.0252;0.0276;0;88.8661;0.0031;3.5792;0.05;2026-02-06T10:07:06.439127;1.8066;15.3394;0.0001;1.4443;0.1044;0.0042;4789.2937;0.0654;0.0706;0.0003;370.4186;398.8237;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;100;0.0012;0.0412;0;0;0;0;0;0
T2-L10P10F10B1;303.727;1.7678;0.014;0.0023;0.0446;0.005;193.3;2.4042;0.339;0.009;0;0;682;[];3;0;2026-02-05T12:12:58.263696;162.8822;1.007;0.001;0;0;0;0;0;0;0;0;244.3233;0;0;0.1038;0;0;0;0;0;7.258;4.0295;0.0071;0;0.111;0.0008;0.0224;0.1743;0.057;16.3531;0.0566;9.154;0.157;0.2542;0.0012;357.7667;0.0542;0;0;0;0;0;0.0002;0.0026;569.46;1.053;0.0008;79.0089;3.4993;0;0.005;0.0023;0;15166.2472;0;0.0149;0;23830.3092;0.0002;0.0006;26.5978;0.0911;0.0133;0;82.618;0.001;4.4722;0.05;2026-02-06T10:07:06.439154;1.0984;12.3182;0;1.7564;0.0791;0.0036;28070.2443;0.0471;0.0636;0.0001;718.2195;316.1531;0;0;0;0;0;2026-02-03T10:05:45.924561;Длина имени (14) > 11 символов;0;1;103.8;0.0052;0.4096;0;0;0;0;0;164.95599999999996 - 2.0738
T2-L10P10F10B2;317.136;0.5657;0.013;0.0016;0.0412;0.0054;194.35;1.3435;0.3321;0.0074;0;0;683;[];3;0;2026-02-05T12:12:58.263699;171.3676;1.0237;0.0021;0;0;0;0;0;0;0;0;257.0514;0;0;0.104;0;0;0;0;0;7.579;3.832;0.0067;0;0.0877;0.0002;0.0141;0.1664;0.067;16.9521;0.0577;8.2273;0.149;0.25;0.0006;354.7333;0.0584;0;0;0;0;0;0.0002;0.0028;624.4207;1.223;0.0008;84.3409;3.3944;0;0.0046;0.0019;0;16012.1601;0;0.0157;0;26128.2862;0.0002;0.0004;27.3611;0.0506;0.0148;0;100.7609;0.001;5.52;0.05;2026-02-06T10:07:06.439182;1.071;12.2759;0;1.1628;0.084;0.003;29225.8626;0.0338;0.0626;0.0001;677.833;315.7118;0;0;0;0;0;2026-02-03T10:05:45.924568;Длина имени (14) > 11 символов;0;1;104;0.0014;0.1112;0;0;0;0;0;175.2355 - 3.8679
T2-L10P10F10D1;71.109;0.1202;0.351;0.0059;11.355;0.1485;147.3;1.4142;15.3567;0.115;0;0;684;[];3;0;2026-02-05T12:12:58.263701;2.0738;1.036;0.0017;0;0;0;0;0;0;0;0;3.1107;0;0;0.0985;0;0;0;0;0;9.045;1.893;0.0528;0;0.0141;0.0023;0.0139;0.1162;0.095;13.8924;0.043;7.073;0.129;0.187;0.0089;1161;0.0948;0;0;0;0;0;0.0022;0.0002;9.5216;1.148;0.0051;1.0906;11.9533;0.0002;0.002;0.0003;0;155.0613;0.0003;0.0048;0;74.8558;0.0046;0.008;16.1658;0.0094;0.0024;0;1.2085;0.0071;0.1;0.05;2026-02-06T10:07:06.439209;0.3695;0.1358;0.0003;0.0146;0.0075;0.0003;1222.1735;0.0084;0.0053;0.0019;7.4457;1.9927;0;0;0;0;0;0;0;0;0;98.5;0.0023;0.0025;0;0;0;0;0;0
T2-L10P10F10D2;139.282;0.0707;0.351;0.0062;8.663;0.0057;204.3;2.687;11.71;0.0361;0;0;685;[];3;0;2026-02-05T12:12:58.263704;3.8679;1.039;0.002;0;0;0;0;0;0;0;0;5.8018;0;0;0.1024;0;0;0;0;0;10.247;2.0355;0.0405;0;0.0262;0.0016;0.02;0.1381;0.15;7.9607;0.0616;7.8247;0.12;0.2722;0.0075;997.6667;0.0848;0;0;0;0;0;0.0017;0.0003;19.3527;1.484;0.0046;1.9623;16.3611;0.0001;0.0024;0.0005;0;385.8457;0.0004;0.0065;0;263.0512;0.0035;0.0053;22.1158;0.0142;0.0032;0;2.8027;0.0057;0.2833;0.05;2026-02-06T10:07:06.439236;0.6629;0.2266;0.0003;0.0378;0.0107;0.0007;1884.2163;0.0099;0.0087;0.0012;14.7779;3.8443;0;0;0;0;0;0;0;0;0;102.4;0.0061;0.0115;0;0;0;0;0;0
T2-F10ZB3;260.618;11.738;0.018;0.0014;0.2389;0.0059;275.5;4.5255;0.2456;0.0097;0;0;686;[];3;0;2026-02-05T12:12:58.263724;0;1.0157;0.0023;0;0;0;0;0;0;0;0;0;0;0;0.1018;0;0;0;0;0;14.588;2.7525;0.0097;0;0.0007;0.0001;0.0219;0.2042;0.053;16.7804;0.0885;10.66;0.131;0.3901;0.0006;307.2667;0.0862;0;0;0;0;0;0.0004;0;0;2.056;0.0013;0;0;0.0001;0;0;0;0;0.0001;0;0;0;0.0007;0.0013;0;0;0;0;0;0.0018;0;0.05;0;0;0;0.0001;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;101.8;0.0011;0;0;0;0;0;0;0
T2-F10ZB4;277.627;11.3137;0.013;0.001;0.1447;0.0056;234.3;2.9698;0.2352;0.0065;0;0;687;[];3;0;2026-02-05T12:12:58.263726;0;1.016;0.0026;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;10.158;2.7265;0.008;0;0.0163;0.0005;0.0197;0.1267;0.065;16.8099;0.0709;7.2487;0.115;0.3077;0.0006;314.3667;0.0595;0;0;0;0;0;0.0003;0;0;1.67;0.0011;0;0;0.0001;0;0;0;0;0.0001;0;0;0;0.0005;0.0007;0;0;0;0;0;0.0014;0;0.05;0;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;100;0.002;0;0;0;0;0;0;0
T2-L10B1;62.236;0.0283;0.033;0.0012;0.328;0.0025;178.6;1.8385;0.6891;0.0116;0;0;688;[];3;0;2026-02-05T12:12:58.263730;32.46;1.0337;0.0015;0;0;0;0;0;0;214.61;0.1513;-273.225;0;0;0.104;0;0;0;0;0;9.619;6.1545;0.0061;0;0.094;0.0004;0.0465;0.1872;0.086;12.3541;0.0489;10.2633;0.232;0.2287;0.0007;356.3667;0.0555;0;0;2026-02-03T10:05:45.924576;T2-L10C1;0;0.0003;0.0008;150.1119;1.687;0.0014;16.1317;5.1187;0.0001;0.0064;0.0011;0;2787.1904;0.0001;0.0187;0;971.2407;0.0012;0.0023;10.7539;0.0104;0.0047;0;26.3269;0.0012;1.3421;0.05;2026-02-06T10:07:06.439274;0.515;3.6205;0.0001;0.7257;0.0182;0.0013;5561.3765;0.0359;0.0212;0.0004;160.1667;96.0457;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;104;0.0018;0.0281;0;0;0;0;0;1/2 от T2-10B1
T2-L10B2;72.235;0.1131;0.039;0.0007;0.4665;0.003;202;2.687;0.9024;0.0083;0;0;689;[];3;0;2026-02-05T12:12:58.263732;34.0875;1.0773;0.0021;0;0;0;0;0;0;217.62;0.1566;-275.2988;0;0;0.1085;0;0;0;0;0;12.037;7.703;0.0071;0;0.0141;0.002;0.0504;0.0934;0.066;14.2198;0.0545;6.172;0.262;0.2619;0.0006;448.9667;0.1137;0;0;2026-02-03T10:05:45.924584;T2-L10C2;0;0.0003;0.001;189.0835;2.124;0.0014;16.9228;7.328;0.0001;0.0075;0.0016;0;3173.1221;0.0002;0.021;0;1134.7053;0.0013;0.0023;14.1754;0.0092;0.005;0;33.3649;0.0016;1.0368;0.05;2026-02-06T10:07:06.439321;0.6126;4.1156;0.0001;0.791;0.0246;0.0029;7052.6048;0.0368;0.0223;0.0005;96.953;121.0028;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;108.5;0.001;0.016;0;0;0;0;0;1/2 от T2-10B2
T2-L10P10F10N10A2;77.22;0.0778;0.028;0.0007;0.0039;0;1.588;0.0042;0.0047;0.0009;0;0;690;[];3;0;2026-02-05T12:12:58.263735;null;1.0583;0.0015;0;0;0;0;0;0;null;0;0;0;0;0;0;0;0;0;0;0.049;4.0625;0.0006;0;0.012;0.0002;0.0009;0.0044;0.012;3.2035;0.0003;0.1289;0.008;0;0.0001;69.3633;0.0101;0;0;2026-02-03T10:05:45.924611;T2-L10P10F10N10C2;10;0;0;0;7.61;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;null;0;0;0;0;0;0;0
T2-L10P10F10N10B1;307.773;3.677;0.019;0.0008;0.0372;0.0066;244.25;0.6364;0.4602;0.0106;0;0;691;[];3;0;2026-02-05T12:12:58.263738;0;1.0077;0.0023;0;0;0;0;0;0;0;0;0;0;0;0.0998;0;0;0;0;0;5.569;5.55;0.0088;0;0.1301;0.0007;0.0094;0.2136;0.063;19.582;0.0725;11.2633;0.189;0.3347;0.0007;323.7667;0.0373;0;0;0;0;0;0.0001;0;0;0.634;0.0004;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.0003;0;0;0;0;0;0.0009;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924591;Длина имени (17) > 11 символов;0;1;99.8;0.0016;0;0;0;0;0;0;0
T2-L10P10F10N10B2;375.2;3.182;0.019;0.0004;0.0338;0.0058;223.55;2.3335;0.3859;0.0075;0;0;692;[];3;0;2026-02-05T12:12:58.263740;0;1.0213;0.0025;0;0;0;0;0;0;0;0;0;0;0;0.0995;0;0;0;0;0;5.658;5.805;0.0079;0;0.1457;0.0003;0.0102;0.1713;0.082;19.551;0.0655;8.83;0.202;0.2867;0.0007;317.4;0.038;0;0;0;0;0;0.0001;0;0;0.764;0.0004;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.0003;0;0;0;0;0;0.001;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924614;Длина имени (17) > 11 символов;0;1;99.5;0.001;0;0;0;0;0;0;0
T2-L10P10B1;251.291;11.738;0.025;0.0022;0.2141;0.0064;241.35;3.8891;0.7159;0.0102;0;0;693;[];3;0;2026-02-05T12:12:58.263743;164.956;1.0417;0.0012;0;0;0;0;0;0;440;0.3749;-412.566;0;0;0.1035;0;0;0;0;0;7.398;5.122;0.0088;0;0.0665;0.0011;0.0135;0.1326;0.079;15.6532;0.0741;7.082;0.19;0.3314;0.0006;354.9333;0.0806;0;0;2026-02-03T10:05:45.924598;T2-L10P10C1;0;0.0002;0.0031;589.5384;1.043;0.0007;83.0119;17.0614;0;0.0085;0.0071;0;19232.9133;0.0001;0.0228;0;20025.1006;0.0003;0.0005;57.0493;0.0517;0.0167;0;83.1155;0.0012;6.2954;0.05;2026-02-06T10:07:06.439356;1.9922;15.1409;0.0001;1.0747;0.0939;0.0063;28284.2403;0.0375;0.0526;0.0001;564.3567;408.1665;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;103.5;0.0008;0.063;0;0;0;0;0;32.45999999999998 + 2.32*(220.0мл*1.2г/мл*0.2) + 10.0
T2-L10P10B2;264.591;9.2631;0.025;0.0009;0.2142;0.0066;239.75;4.0305;0.7332;0.0071;0;0;694;[];3;0;2026-02-05T12:12:58.263745;175.2355;1.0457;0.0006;0;0;0;0;0;0;435;0.4028;-389.6467;0;0;0.1036;0;0;0;0;0;7.746;4.9145;0.009;0;0.053;0.0007;0.013;0.1759;0.064;16.7804;0.0736;9.603;0.189;0.3362;0.0007;363.9667;0.0852;0;0;2026-02-03T10:05:45.924606;T2-L10P10C2;0;0.0002;0.0032;655.1034;1.016;0.0006;88.4381;18.1156;0;0.0085;0.0056;0;20276.405;0.0001;0.025;0;22377.2858;0.0003;0.0005;62.009;0.06;0.0186;0;85.9263;0.0013;5.4127;0.05;2026-02-06T10:07:06.439384;2.1143;15.9843;0.0001;1.1019;0.1105;0.0047;30781.7986;0.044;0.0524;0.0001;812.1556;415.6346;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;103.6;0.0009;0.077;0;0;0;0;0;34.08749999999999 + 2.32*(235.0мл*1.2г/мл*0.2) + 10.3
